N,AvgCrashTime,AvgQueue,Load,TheoryTime
5,2000.0,0.017142857142857144,0.9914285714285714,0.004166666666666666
10,2000.0,0.6121794871794872,0.6939102564102564,0.002040816326530612
15,2000.0,2.9744245524296673,-0.48721227621483376,0.0013513513513513512
